system:index,CHILI,EVH,RdNBR_early,RdNBR_update,comp,diff,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,max_FRP,Max Gust,Slope,Structural Class,sum_FRP
218_0,151,9,589.8462574,526.5388741,589.8462574,63.3073833,76.37738,63,78,6,8,-36,568.0071,20.8599987,14.29345,1,1493.602142
219_0,100,1,293.2638614,143.9072919,293.2638614,149.3565695,3.6489227,66,83,5.2,7.3,102,5040.111,20.26000023,26.975586,1,333830.7317
220_0,205,9,1029.334385,955.5227908,1029.334385,73.8115942,224.47908,44,58,8.6,11.9,93,6905.6504,29.37999916,9.508227,1,304154.4001
222_0,178,9,679.173753,742.592161,742.592161,-63.418408,140.04141,52,72,6.8,9.3,-44,3477.3884,16.81999969,10.263403,1,624368.0019
223_0,112,11,978.0668373,-209.6834385,978.0668373,1187.750276,338.3666,37,53,8.9,12.9,-1,3390.3596,35.81999969,23.696144,1,146201.5442
224_0,214,0,784.8422792,880.3354526,880.3354526,-95.4931734,193.04034,49,70,6.8,9.7,-60,8555.297,20.8599987,11.347352,1,746382.1526
225_0,199,10,740.8545492,617.827191,740.8545492,123.0273582,217.19075,37,53,9.1,12.7,52,5476.548,34.77000046,9.982033,1,134815.0521
226_0,201,10,929.2080284,390.8131357,929.2080284,538.3948927,146.80463,42,55,10,12,65,4882.8223,16.85000038,13.782424,1,152197.5562
227_0,201,9,1243.631559,469.8060614,1243.631559,773.8254976,271.27103,61,72,6.8,9,9,9355.806,23.01000023,16.617815,1,672662.139
228_0,118,11,837.4367906,-372.2729435,837.4367906,1209.709734,324.72287,61,78,6.2,8,-4,9697.371,21.92000008,27.357248,1,401771.0743
229_0,159,1,1007.093327,640.3047538,1007.093327,366.7885732,299.38925,41,53,9.5,12.1,-78,9996.573,30.95999908,19.989754,1,436668.7721
230_0,244,10,935.7829065,699.9539418,935.7829065,235.8289647,213.69844,57,73,6.5,9.1,27,4115.002,14.25999928,33.534374,1,343079.9783
232_0,188,10,899.2162896,395.5922062,899.2162896,503.6240834,281.83832,38,49,10.5,12.8,-54,9669.137,13.60999966,0.7950731,1,410094.6182
233_0,160,10,587.3903902,966.1626647,966.1626647,-378.7722745,78.12935,59,73,6.6,8.7,69,722.39075,16.76000023,18.026474,1,5080.734039
234_0,225,1,898.5675879,761.0828516,898.5675879,137.4847363,200.6339,35,49,10.5,12.9,-24,5274.028,31.42000008,17.909428,1,76085.81708
235_0,232,11,605.4787254,38.54468381,605.4787254,566.9340416,206.84602,59,73,7,8.7,-7,9320.295,23.96999931,18.383469,1,353276.0881
236_0,121,9,-88.17239905,445.0812625,445.0812625,-533.2536616,317.27304,37,53,9.3,12.9,-21,10054.722,37.06999969,31.778334,1,193234.0858
237_0,111,4,921.0576737,-67.36750295,921.0576737,988.4251767,329.89716,39,55,8.5,12.5,17,4958.7007,35.63000107,25.397335,1,315023.5209
238_0,65,11,965.1182665,467.0027429,965.1182665,498.1155236,318.7165,47,56,9.3,11.5,3,7942.76,30.25,32.111755,1,257075.6003
239_0,58,1,340.3995762,43.27990238,340.3995762,297.1196738,0.24175005,61,76,5.9,8.6,17,2858.892,12.42999935,35.46448,1,153698.5786
240_0,115,9,1082.933847,801.9803254,1082.933847,280.9535216,75.59519,33,47,10.1,13.7,72,3762.031,35.95999908,26.926556,1,152579.5618
241_0,191,10,267.9540713,449.1925551,449.1925551,-181.2384838,139.78568,55,77,6.4,8.1,-15,2828.921,14.25,8.380071,1,106552.7285
242_0,128,10,1661.194422,605.4768829,1661.194422,1055.717539,70.64722,61,74,6.2,8.9,74,9654.514,18.30999947,23.339417,1,387462.6733
243_0,165,1,642.6757454,468.0796303,642.6757454,174.5961151,122.54429,56,77,6.4,8.4,14,6567.1606,13.88000011,12.024746,1,160832.0293
244_0,247,11,923.5633439,731.4978877,923.5633439,192.0654562,215.68628,40,51,10.6,12.9,74,7795.7393,17.61999893,29.398247,1,298884.46
245_0,131,11,994.2358755,658.7883527,994.2358755,335.4475228,58.428173,45,59,8.4,11.4,-15,9996.573,32.46999741,25.084238,1,436668.7721
246_0,238,1,921.3252285,-49.72223287,921.3252285,971.0474614,220.65765,43,55,9.8,11.9,16,5458.107,15.92999935,28.65871,1,53493.81128
248_0,127,10,487.7469012,-23.28560351,487.7469012,511.0325047,75.12301,35,46,11.2,13.4,66,9812.753,21.86999893,20.878885,1,177348.5354
249_0,229,1,1077.683161,589.1659393,1077.683161,488.5172217,209.28554,44,56,9.1,12.2,36,9781.519,25.36999893,22.348927,1,45142.86877
250_0,232,8,419.0606878,381.4177713,419.0606878,37.6429165,240.4639,46,64,7.2,10.9,38,8971.249,32.75999832,21.253378,1,483670.3633
251_0,216,1,935.8319622,286.2327809,935.8319622,649.5991813,171.28377,42,54,9.3,12.8,-91,6639.0967,17.18000031,23.701014,1,245320.1654
252_0,185,9,212.3096103,828.0772604,828.0772604,-615.7676501,162.07149,53,72,6.8,9.1,26,6645.517,16.55999947,1.9243577,1,320381.2844
253_0,215,6,447.9482341,220.5122448,447.9482341,227.4359893,221.98279,63,75,6.2,8.7,-32,9038.33,18.27999878,12.130573,1,317961.5264
254_0,146,9,1133.836101,921.9440605,1133.836101,211.8920405,322.39066,61,74,6.2,8.9,83,9715.495,19.95999908,16.741264,1,630853.6157
256_0,141,11,906.1371142,472.2265554,906.1371142,433.9105588,64.97123,61,74,6.2,8.9,-43,9176.859,17.86999893,15.177213,1,550872.9478
257_0,163,10,922.1792381,346.6038444,922.1792381,575.5753937,105.44201,45,59,8.4,11.4,-21,9996.573,33.20999908,22.533806,1,436668.7721
258_0,203,11,1767.708489,882.1383531,1767.708489,885.5701359,146.3846,40,51,10.3,13.2,88,6940.6973,26.67000008,27.169878,1,184395.2939
259_0,227,1,951.6553311,598.0708399,951.6553311,353.5844912,175.04143,62,76,5.8,8.6,-20,9715.495,18.30999947,17.247145,1,630853.6157
260_0,164,11,985.905512,295.4046118,985.905512,690.5009002,298.5679,40,53,10.6,12.1,-23,6639.0967,15.75999928,9.471238,1,245320.1654
263_0,146,11,1145.63643,428.0283415,1145.63643,717.6080885,53.683678,34,46,11.2,13.1,33,10032.42,30.86999893,13.3178005,1,222983.4319
264_0,198,10,838.9274272,377.4129475,838.9274272,461.5144797,219.524,32,46,11,13.6,-10,1281.528,29.51000023,6.614371,1,35917.05777
265_0,229,4,353.9259494,33.17170271,353.9259494,320.7542467,216.51706,38,55,8.7,12.5,114,1964.955,38.04000092,20.552942,1,34941.15118
266_0,204,1,958.6539456,33.29060106,958.6539456,925.3633445,117.86866,43,56,8.9,12.2,-2,9606.4,18.34000015,22.157814,1,497663.9528
267_0,212,11,1253.75997,-46.2982664,1253.75997,1300.058236,157.55504,56,77,6.4,8.4,-13,6567.1606,13.92000008,17.870863,1,160832.0293
269_0,215,10,1030.320914,659.6073559,1030.320914,370.7135581,228.36435,39,53,8.8,12.8,25,7916.7334,31.59999847,14.526179,1,256106.0649
270_0,161,1,405.1950208,678.3443048,678.3443048,-273.149284,355.16928,61,72,6.8,9,1,9731.545,21.32999992,10.514834,1,542327.6436
271_0,171,1,1046.181437,191.2246219,1046.181437,854.9568151,0.41332188,45,55,9.1,11.9,-9,2860.986,32.11000061,4.13816,1,139111.4551
272_0,227,11,863.864113,-485.1237062,863.864113,1348.987819,259.28558,42,54,8.8,12.6,58,8661.258,33.27999878,29.641205,1,388065.7539
273_0,252,1,919.0638315,463.6533674,919.0638315,455.4104641,206.87334,47,60,8.2,11.3,-47,5176.3076,23.61999893,40.686863,1,623241.7799
274_0,178,9,1012.057873,485.3485543,1012.057873,526.7093187,105.79477,45,57,8.6,12.1,-19,9455.58,22.25,17.611681,1,230569.9428
275_0,181,10,315.4836297,173.9045978,315.4836297,141.5790319,125.74883,34,49,10.4,12.9,-5,2122.7507,23.63999939,3.135191,1,29004.28644
277_0,174,8,1000.258502,735.4239285,1000.258502,264.8345735,70.63091,53,74,6.8,8.7,70,2412.9514,15.07999992,2.6404033,1,5846.11676
278_0,195,1,1180.887836,449.5451682,1180.887836,731.3426678,184.01254,45,55,9.6,11.8,-9,4227.234,24.75,8.45032,1,123803.7121
279_0,138,1,834.6241923,450.0957256,834.6241923,384.5284667,67.43938,39,53,9.2,12.2,96,3040.106,31.30999947,15.066645,1,43182.88733
280_0,133,1,1124.913189,522.7477653,1124.913189,602.1654237,50.812523,41,53,9.8,12.3,22,7682.297,25.01000023,18.52363,1,613549.404
281_0,192,11,1164.737326,722.2799931,1164.737326,442.4573329,280.80026,61,79,5.9,8,41,8617.861,26.93999863,15.645323,1,227993.0307
282_0,152,11,629.1491386,655.4372247,655.4372247,-26.2880861,42.190254,39,54,8.6,12.8,29,9594.372,32.20000076,9.12856,1,321888.2111
283_0,241,10,658.0566253,665.9684886,665.9684886,-7.9118633,162.36137,48,58,8.3,11.7,-9,3104.0508,29.03999901,24.205093,1,64324.19946
284_0,197,10,692.9926795,400.3257181,692.9926795,292.6669614,254.925,43,58,8.2,11.7,-52,2830.5066,33.54999924,14.358236,1,75081.63216
285_0,197,11,335.3820513,169.0311572,335.3820513,166.3508941,215.47682,40,53,10.3,12.3,-50,4283.0654,16.61999893,8.727308,1,49332.08875
286_0,155,9,792.3907887,1072.65774,1072.65774,-280.2669513,6.477822,54,75,6.7,8.5,5,8555.297,18.84000015,7.996629,1,746382.1526
287_0,207,1,1117.714699,286.4837671,1117.714699,831.2309319,217.6429,61,75,6.2,8.6,58,9654.514,15.82999992,10.674354,1,387462.6733
288_0,244,0,613.251335,637.8734188,637.8734188,-24.6220838,218.42511,51,71,7,9.3,30,4502.3936,16.46999931,32.247265,1,43591.50891
289_0,185,1,885.9070329,140.3291973,885.9070329,745.5778356,124.698204,32,46,11,13.6,14,1625.5814,29.71999931,1.9627275,1,41432.95135
290_0,225,11,1348.85549,428.4605436,1348.85549,920.3949464,226.79913,38,53,9.1,12.5,15,7916.7334,35.27999878,19.84723,1,256106.0649
291_0,176,10,480.0804815,117.9234738,480.0804815,362.1570077,193.43474,41,55,9.8,11.7,-32,2062.949,13.92000008,0.29290026,1,28920.27936
292_0,246,4,891.4806723,737.8585504,891.4806723,153.6221219,186.47026,54,75,6.7,8.5,12,9413.2705,14.36999989,35.111195,1,763312.4277
293_0,211,11,998.0175451,4963.245604,4963.245604,-3965.228059,152.10616,51,72,6.7,9.2,14,9413.2705,18.96999931,34.132175,1,763312.4277
294_0,183,10,920.1486274,413.9992441,920.1486274,506.1493833,118.48162,56,77,6.4,8.4,-55,4366.0503,13.69999981,2.4675014,1,92343.57957
296_0,225,1,1027.104128,-221.1651069,1027.104128,1248.269235,240.77434,59,73,6.6,8.7,-17,6142.327,19.18000031,30.13289,1,348351.1601
297_0,227,1,1042.469779,565.1236621,1042.469779,477.3461169,229.65778,34,49,9.6,13.8,50,3261.1924,36.88999939,21.064964,1,80901.00543
298_0,253,1,786.5076716,155.3220924,786.5076716,631.1855792,218.7512,61,74,6.2,8.9,1,9715.495,21.39999962,37.11063,1,630853.6157
299_0,139,11,1155.982923,388.45272,1155.982923,767.530203,319.80884,41,53,9.5,12.1,-20,9956.53,30.95999908,24.377256,1,421550.2112
300_0,200,11,1235.089266,697.7713929,1235.089266,537.3178731,234.55487,35,50,9.2,13.5,30,3390.3596,35.81999969,8.471571,1,146201.5442
301_0,47,1,1045.371992,534.9303554,1045.371992,510.4416366,43.6235,40,51,10.6,12.9,-51,8176.421,25.01000023,34.242928,1,857398.2266
302_0,205,1,1183.085,238.5663488,1183.085,944.5186512,189.02806,51,64,7.5,10.8,80,9645.574,21.01000023,8.466819,1,153796.9077
304_0,114,11,1648.238439,325.4811336,1648.238439,1322.757305,82.45363,37,53,9.3,12.9,-28,10054.722,35.81999969,33.699566,1,193234.0858
305_0,225,1,1111.524644,917.9736458,1111.524644,193.5509982,143.89894,51,59,9,10.9,-46,2994.1272,28.01000023,26.1022,1,172455.5318
306_0,186,1,1145.400516,550.8388636,1145.400516,594.5616524,87.839,61,75,6.2,8.6,30,2858.892,12.17999935,7.1662474,1,153698.5786
307_0,160,1,662.1260705,377.2624822,662.1260705,284.8635883,70.65368,39,51,10.8,12.8,-18,9606.4,18.6099987,9.804951,1,497663.9528
308_0,208,10,1337.650224,544.8489433,1337.650224,792.8012807,161.88844,34,49,9.6,13.8,19,3261.1924,36.88999939,16.691137,1,80901.00543
309_0,198,10,1024.825284,187.4908153,1024.825284,837.3344687,141.74434,42,55,10,12,65,4882.8223,16.85000038,12.236403,1,152197.5562
310_0,155,1,670.8505395,570.901966,670.8505395,99.9485735,93.229645,61,75,6.4,8.6,7,2858.892,12.48999977,22.875994,1,153698.5786
311_0,215,1,1127.614434,222.4562612,1127.614434,905.1581728,181.195,61,74,6.2,8.9,-24,9715.495,21.39999962,12.578703,1,630853.6157
312_0,224,10,831.7090797,632.7780577,831.7090797,198.931022,157.85059,61,76,6.8,8.1,-22,9347.974,23.03999901,34.761623,1,320128.9899
313_0,182,1,1117.484036,786.2976195,1117.484036,331.1864165,273.44446,59,69,7.5,9.3,-3,9731.545,21.77000046,34.69922,1,542327.6436
314_0,220,11,1113.393612,813.4521897,1113.393612,299.9414223,151.06203,43,55,9,12.1,22,7916.7334,30.38999939,19.072481,1,256106.0649
315_0,123,11,1262.993131,634.3316342,1262.993131,628.6614968,322.3603,44,61,7.8,11.3,-98,9783.95,33.86999893,16.561104,1,144693.3721
316_0,168,11,1112.783017,527.7525508,1112.783017,585.0304662,99.61027,43,55,9.8,11.9,-16,4657.1685,14.81999969,20.437433,1,145234.3999
317_0,190,11,944.5482888,410.4723219,944.5482888,534.0759669,130.96489,35,50,10.6,12.6,-38,3696.8223,35.54000092,8.38816,1,163630.5975
318_0,167,4,-56.21449121,-34.21098089,-34.21098089,-22.00351032,80.77222,54,75,6.7,8.5,32,3230.9253,14.48999977,7.9818926,1,141803.8525
319_0,191,10,401.2313615,376.7375151,401.2313615,24.4938464,143.93951,53,74,6.8,8.7,-8,2232.5366,13.50999928,10.423441,1,25280.66064
320_0,93,11,-297.5569597,772.5778996,772.5778996,-1070.134859,356.42926,56,77,6.4,8.4,-16,4366.0503,13.92000008,23.674551,1,92343.57957
321_0,172,10,381.1036407,119.256989,381.1036407,261.8466517,125.90808,45,58,8.9,11.4,-15,4051.6733,24.65999985,36.825115,1,46531.77808
323_0,214,10,388.056577,522.6860172,522.6860172,-134.6294402,196.7785,51,69,6.9,10,-69,2426.0178,34.46999741,10.06216,1,126294.1755
324_0,47,11,2008.949105,269.1413685,2008.949105,1739.807737,49.191406,62,75,6.9,8.2,-27,5040.111,21.11999893,30.341576,1,333830.7317
326_0,183,10,1080.38639,827.7573562,1080.38639,252.6290338,128.42332,40,51,10.6,12.9,37,7795.7393,17.61999893,28.785046,1,298884.46
327_0,254,9,882.7197623,688.6725942,882.7197623,194.0471681,196.11807,59,69,7.5,9.3,102,9355.806,21.22999954,38.8184,1,672662.139
328_0,127,4,96.80301717,-206.7786731,96.80301717,303.5816903,2.7162292,54,75,6.7,8.5,59,3230.9253,14.48999977,15.104085,1,141803.8525
329_0,183,11,545.5686603,554.9923309,554.9923309,-9.4236706,291.23795,43,56,9.2,12,49,4151.346,18.5,18.297276,1,212820.6606
330_0,154,11,1309.92215,214.8820598,1309.92215,1095.04009,93.86086,61,78,6.2,8,-43,9697.371,21.92000008,20.631742,1,401771.0743
331_0,240,1,935.2566404,852.10596,935.2566404,83.1506804,190.81328,37,53,8.8,13,41,5476.548,35.27000046,29.468584,1,134815.0521
332_0,184,1,881.4417729,731.1112874,881.4417729,150.3304855,121.006096,45,57,8.6,12.1,13,4882.8223,21.01000023,10.635305,1,152197.5562
333_0,216,10,758.2101225,434.7453458,758.2101225,323.4647767,232.43982,43,56,8.9,12.2,-53,6635.1235,20.36999893,14.564055,1,397878.3645
334_0,135,11,674.1902711,447.3108597,674.1902711,226.8794114,11.081118,46,60,8.2,11.5,-40,5258.5767,18.6099987,17.321657,1,438076.6129
335_0,172,10,460.3095193,673.1333592,673.1333592,-212.8238399,274.8106,44,58,8.6,11.7,72,8852.45,30.6799984,12.006079,1,334677.4101
336_0,211,10,765.4173625,890.1361429,890.1361429,-124.7187804,160.15607,39,56,8.6,12.4,45,7255.7817,36.14999771,17.834522,1,102163.6768
337_0,129,9,716.5491229,346.362237,716.5491229,370.1868859,342.33994,55,76,6.7,8.4,26,9103.857,13.43999958,18.186089,1,383689.1101
338_0,218,1,1110.473012,403.0010743,1110.473012,707.4719377,241.60309,39,53,9.2,12.2,61,9808.111,31.30999947,21.557829,1,265677.4899
339_0,217,10,1251.612837,1123.504798,1251.612837,128.108039,152.97672,39,49,10.6,12.4,158,7367.5186,13.60999966,25.20344,1,422160.4564
340_0,207,11,1111.75459,968.767993,1111.75459,142.986597,258.33282,65,83,5.7,7.2,58,1194.8325,19.43000031,14.537856,1,29251.80179
341_0,228,10,1080.715724,692.843397,1080.715724,387.872327,159.28523,41,53,9.8,12.3,46,8176.421,25.01000023,32.192314,1,857398.2266
342_0,187,10,1247.263512,925.1170915,1247.263512,322.1464205,113.30497,61,75,6.2,8.6,-11,5564.7725,12.17999935,8.268808,1,332816.9231
343_0,173,1,1334.438383,954.8455297,1334.438383,379.5928533,305.15826,41,53,9.5,12.1,-5,9956.53,33.27999878,8.300206,1,421550.2112
344_0,209,11,512.1228653,425.5795148,512.1228653,86.5433505,253.34653,35,46,11.2,13.4,39,9812.753,21.86999893,36.909157,1,177348.5354
345_0,114,11,1037.99873,437.8281274,1037.99873,600.1706026,79.18324,35,46,11.2,13.4,63,9812.753,21.86999893,26.505468,1,177348.5354
346_0,66,0,563.3281327,550.7209348,563.3281327,12.6071979,65.56562,48,62,7.8,10.9,124,8924.528,38.37999725,36.311367,1,358660.9554
347_0,73,1,946.0308538,419.5819778,946.0308538,526.448876,354.9556,44,57,8.9,11.7,29,8635.756,18.97999954,30.20161,1,434501.2462
348_0,160,11,1211.041491,843.9411586,1211.041491,367.1003324,326.39563,61,72,6.8,9,59,9731.545,21.77000046,9.831934,1,542327.6436
349_0,158,1,896.6718025,-613.3658685,896.6718025,1510.037671,289.62396,41,56,8.4,12.1,0,7782.2095,34.32999802,19.687325,1,385433.1474
350_0,197,10,337.7755397,551.4118349,551.4118349,-213.6362952,180.06996,49,66,7.3,10.4,22,4439.753,25.73999977,5.4746914,1,97982.57611
351_0,113,11,856.2638532,946.8549799,946.8549799,-90.5911267,10.403274,54,75,6.8,8.5,54,2528.7505,14.75999928,17.17795,1,43971.3349
352_0,151,1,734.9471067,125.0491613,734.9471067,609.8979454,309.6384,39,53,9.2,12.2,58,3040.106,31.30999947,19.760729,1,43182.88733
353_0,223,10,1641.31117,1649.136104,1649.136104,-7.824934,160.38663,44,57,8.9,11.7,13,5543.3887,18.93000031,26.410133,1,522664.0436
354_0,251,10,1227.237287,1005.771152,1227.237287,221.466135,208.87254,45,55,8.9,12,7,7444.8955,28.52999878,38.529236,1,350342.8384
355_0,212,11,1136.282275,-502.3813647,1136.282275,1638.66364,254.37007,61,72,6.8,9,-1,9427.603,23.01000023,24.403719,1,566920.4847
356_0,232,1,759.618767,440.8816863,759.618767,318.7370807,208.65955,61,75,6.2,8.6,53,5564.7725,12.17999935,17.075068,1,332816.9231
358_0,206,4,1067.86491,717.6901012,1067.86491,350.1748088,162.50636,51,71,7,9.3,-132,3230.9253,14.36999989,7.8494425,1,141803.8525
359_0,142,1,899.1989837,605.6916083,899.1989837,293.5073754,65.7311,34,46,11,13.1,58,1587.6958,18.88999939,8.227417,1,47858.23958
360_0,0,11,390.3367706,332.8831587,390.3367706,57.4536119,60.361954,41,54,9.9,11.6,42,4047.4883,22.68999863,61.758503,1,144363.8007
361_0,204,1,1009.142146,661.3889509,1009.142146,347.7531951,248.47128,33,47,10.1,13.7,-22,3390.3596,35.81999969,11.883219,1,146201.5442
362_0,211,10,1103.872514,716.1374484,1103.872514,387.7350656,148.36871,40,51,10.6,12.9,-23,9014.123,17.61999893,29.25889,1,366621.6996
363_0,176,0,1292.683058,501.3040843,1292.683058,791.3789737,88.185295,51,72,6.7,9.2,-15,8555.297,24.35000038,3.5670838,1,746382.1526
364_0,216,11,937.1736155,378.3953687,937.1736155,558.7782468,205.00714,34,49,9.6,13.8,1,5239.053,37.90999985,12.38573,1,278567.1259
365_0,216,1,1025.504265,635.8972583,1025.504265,389.6070067,173.10422,43,56,8.9,12.2,146,5543.3887,18.34000015,20.65151,1,522664.0436
366_0,190,1,1002.010753,941.357383,1002.010753,60.65337,270.18677,66,83,5.2,7.3,19,5040.111,20.26000023,5.686297,1,333830.7317
367_0,159,11,886.122395,479.9650004,886.122395,406.1573946,61.56159,40,51,10.6,12.9,0,8176.421,25.01000023,19.1973,1,857398.2266
369_0,222,9,-0.959979987,165.7091201,165.7091201,-166.6691001,241.37326,43,56,8.9,12.2,63,6635.1235,18.96999931,23.521751,1,397878.3645
370_0,229,9,641.886978,469.0410803,641.886978,172.8458977,227.17131,44,58,8.6,11.7,58,8852.45,30.6799984,22.553017,1,334677.4101
